MrotInHour,Salary,Class
6,19137,1
4,6146,1
9,709,0
6,6695,0
13,15932,0
7,16476,1
10,23987,1
3,10106,1
5,5123,0
5,2189,0
14,19930,0
3,15617,1
10,9448,0
3,18204,1
9,3207,0
8,10478,0
8,24552,1
8,10258,0
11,21812,1
7,8345,0
8,14023,1
2,3740,1
8,22513,1
13,7989,0
6,8258,0
6,9224,1
14,16049,0
7,23186,1
13,17874,0
9,24192,1
4,22598,1
4,11518,1
3,15379,1
10,5909,0
11,23134,1
7,21107,1
8,17522,1
6,9550,1
2,22977,1
14,3601,0
9,22316,1
3,20300,1
7,7274,0
7,1243,0
7,4929,0
2,7106,1
5,1061,0
7,24623,1
4,11490,1
3,10675,1
5,22452,1
6,2403,0
5,16651,1
4,8650,1
4,5073,0
8,16025,1
3,22198,1
2,17413,1
8,19820,1
6,10399,1
12,23393,1
3,13487,1
5,13543,1
2,5451,1
9,12213,0
8,20370,1
3,7609,1
8,7428,0
11,18419,1
2,4530,1
6,7873,0
6,23710,1
12,18598,1
7,6532,0
13,11529,0
4,8527,1
3,11229,1
5,23387,1
13,22828,1
5,19255,1
3,13918,1
9,24161,1
3,13183,1
7,532,0
8,6958,0
6,21184,1
14,15646,0
12,20644,1
4,20189,1
2,18381,1
13,3931,0
3,2741,0
11,23031,1
13,9764,0
5,4890,0
7,21531,1
12,1097,0
14,1990,0
5,22876,1
14,10186,0
5,13113,1
6,2935,0
3,789,0
10,17989,1
5,1834,0
2,22345,1
7,17182,1
4,17582,1
13,2125,0
12,4804,0
6,3856,0
6,11298,1
7,16480,1
2,2961,1
2,4316,1
7,22788,1
6,2033,0
4,7987,1
14,8619,0
13,18940,1
2,2018,0
12,22594,1
7,5744,0
13,17127,0
3,9816,1
5,22587,1
11,21409,1
2,23681,1
5,1013,0
10,11980,0
3,15501,1
7,9657,0
11,16723,1
13,9729,0
8,1560,0
10,14482,1
7,17694,1
7,13241,1
2,24183,1
4,11111,1
13,21884,1
6,17990,1
6,4855,0
5,24376,1
13,6156,0
13,3052,0
8,17119,1
3,5488,1
2,14022,1
12,9341,0
5,18640,1
3,15643,1
3,4394,1
12,2212,0
4,20027,1
11,586,0
6,18831,1
12,7426,0
2,24857,1
6,17313,1
3,5155,1
12,3516,0
9,22263,1
6,19612,1
14,8397,0
6,1713,0
6,23311,1
8,22332,1
12,8599,0
6,11939,1
11,960,0
8,13384,1
4,12388,1
6,23211,1
10,12394,0
13,3754,0
11,1943,0
10,4094,0
14,4179,0
12,16461,0
11,15276,0
7,16942,1
14,19550,0
8,12531,1
6,10000,1
7,18826,1
10,20096,1
9,8185,0
2,17580,1
10,6013,0
9,23970,1
11,922,0
12,5113,0
2,10786,1
2,19197,1
7,2056,0
5,4038,0
13,12762,0
8,6285,0
12,540,0
14,18432,0
3,23003,1
5,4058,0
2,18231,1
5,20606,1
7,1485,0
5,14417,1
12,3760,0
12,15947,0
13,7767,0
8,12784,1
7,19116,1
9,17740,1
6,19160,1
12,6028,0
14,8120,0
12,11379,0
10,6913,0
14,14089,0
11,24068,1
8,20225,1
12,22204,1
3,9453,1
14,8148,0
2,5631,1
12,23110,1
13,21629,1
5,2952,0
7,6702,0
14,1687,0
14,10853,0
3,5040,1
12,16956,0
9,18746,1
13,4067,0
12,20905,1
2,6196,1
7,7365,0
11,9521,0
9,9615,0
9,16499,1
9,16704,1
14,17120,0
2,4457,1
8,16910,1
2,14461,1
7,19020,1
11,6642,0
10,7571,0
2,21407,1
2,16011,1
9,3250,0
13,24848,1
4,21305,1
14,926,0
3,6000,1
9,8081,0
8,24208,1
13,771,0
10,2290,0
12,22783,1
5,2480,0
14,15508,0
12,3886,0
8,24697,1
7,8269,0
13,10217,0
13,4709,0
11,21110,1
7,20533,1
5,12213,1
11,6277,0
14,7706,0
9,19941,1
4,2656,0
13,21877,1
3,9637,1
12,22729,1
4,2935,0
2,8421,1
2,6383,1
9,23826,1
3,2596,0
12,16509,0
8,4452,0
6,11602,1
8,14982,1
5,24422,1
6,23358,1
7,15553,1
2,22127,1
7,9166,0
8,16826,1
7,18753,1
10,2210,0
8,2722,0
6,23885,1
9,15020,1
5,20767,1
4,16842,1
5,22855,1
13,8223,0
7,14087,1
13,15510,0
2,17800,1
14,11866,0
12,13980,0
8,24041,1
3,11526,1
5,10461,1
9,1968,0
12,10823,0
3,10210,1
4,4779,0
7,13425,1
9,586,0
2,17293,1
8,18156,1
4,12192,1
6,19637,1
2,15020,1
6,11304,1
6,15906,1
12,4702,0
10,10774,0
14,12825,0
9,14736,1
8,4764,0
7,18006,1
9,21003,1
2,19455,1
8,2185,0
14,12813,0
14,21604,1
10,14043,0
9,8109,0
5,10937,1
7,3491,0
5,2645,0
6,22952,1
2,24477,1
2,23216,1
10,24636,1
12,11442,0
13,1735,0
5,15032,1
7,2821,0
11,15353,0
7,14105,1
12,7958,0
14,11217,0
5,16939,1
12,18225,1
12,20568,1
7,690,0
6,6404,0
14,5713,0
2,22187,1
8,24963,1
2,6592,1
2,7255,1
14,2660,0
10,17205,1
2,5199,1
8,17166,1
11,2720,0
13,12969,0
5,2083,0
13,13261,0
8,1047,0
7,24313,1
2,20181,1
12,12873,0
13,9449,0
13,3687,0
7,4176,0
2,10645,1
9,22080,1
2,18578,1
3,14109,1
2,8901,1
4,19997,1
12,6232,0
14,15012,0
2,3430,1
11,6183,0
14,3683,0
9,17621,1
9,14726,1
11,16235,1
9,24571,1
7,21538,1
10,23025,1
14,18870,0
5,3596,0
11,22337,1
9,6876,0
3,20598,1
2,15254,1
2,15229,1
3,19385,1
12,24073,1
8,12877,1
2,24715,1
8,2203,0
3,23997,1
12,15997,0
12,11356,0
11,23604,1
12,5366,0
11,8816,0
3,15462,1
6,3750,0
13,553,0
9,1089,0
8,12066,1
5,13506,1
6,17503,1
5,4506,0
9,12852,0
4,5320,0
13,8741,0
11,12314,0
2,11409,1
8,5305,0
2,19383,1
11,3635,0
12,8760,0
10,24264,1
14,23982,1
12,5764,0
4,16868,1
14,18007,0
13,6025,0
5,4380,0
10,1079,0
6,18339,1
8,12961,1
11,7740,0
2,24142,1
9,6779,0
14,20778,1
11,2965,0
9,17544,1
12,9972,0
5,8481,1
6,8918,1
7,7873,0
11,16757,1
6,16399,1
3,21992,1
3,14650,1
8,13572,1
11,10911,0
8,13163,1
7,13164,1
14,16178,0
14,9128,0
12,4169,0
7,5454,0
11,23107,1
4,22377,1
5,7010,0
10,23050,1
5,4123,0
7,1858,0
10,4995,0
4,8032,1
2,8240,1
4,9077,1
8,2645,0
12,22017,1
10,18999,1
2,4910,1
10,20163,1
13,2871,0
5,3222,0
2,11201,1
12,4706,0
3,19052,1
13,21086,1
3,18520,1
8,23156,1
7,10684,1
10,7675,0
7,15512,1
14,23987,1
10,11293,0
6,6929,0
4,24231,1
3,15866,1
13,10686,0
12,2456,0
14,17542,0
13,1339,0
8,17009,1
3,14197,1
14,15295,0
11,2646,0
6,9218,1
14,19632,0
13,9061,0
8,21842,1
5,532,0
6,3288,0
8,14343,1
5,17353,1
5,6493,0
11,6069,0
12,22760,1
5,21113,1
10,3970,0
7,23281,1
6,21051,1
12,14298,0
10,21058,1
7,21988,1
7,8384,0
6,6316,0
4,9593,1
2,8672,1
2,8855,1
8,24565,1
14,14184,0
9,19784,1
12,6022,0
8,24666,1
10,20288,1
13,7696,0
6,4921,0
5,15047,1
12,11067,0
6,4719,0
11,14329,0
7,14339,1
3,23460,1
4,12612,1
5,14637,1
3,7441,1
2,15838,1
9,23146,1
9,15268,1
5,6485,0
14,8069,0
2,14538,1
10,22695,1
6,17254,1
12,21999,1
8,14687,1
3,18589,1
10,21046,1
6,3949,0
8,14093,1
7,4136,0
9,1027,0
3,23751,1
7,18252,1
2,401,0
9,8039,0
13,12334,0
9,1554,0
12,5464,0
14,8301,0
5,21430,1
6,22519,1
2,9731,1
13,16309,0
10,1831,0
8,2925,0
10,19656,1
8,20628,1
8,3379,0
5,5484,0
12,5617,0
10,2532,0
6,15082,1
4,21870,1
13,5619,0
3,24402,1
7,24629,1
10,14014,0
3,19636,1
12,18982,1
6,10359,1
13,23463,1
12,3610,0
2,24935,1
10,1770,0
10,9168,0
9,3171,0
6,3797,0
2,16018,1
6,5466,0
3,24428,1
7,4956,0
9,1909,0
4,20006,1
5,15510,1
2,7931,1
4,23934,1
7,6187,0
3,24434,1
14,22687,1
12,18724,1
6,14607,1
14,11519,0
4,2368,0
6,18124,1
9,4358,0
5,2951,0
7,20839,1
12,5789,0
5,14437,1
12,24042,1
2,3324,1
5,7174,0
12,18104,1
6,7883,0
14,3974,0
14,4099,0
7,11315,1
6,18826,1
4,15311,1
13,24303,1
4,15032,1
14,16107,0
10,16148,1
3,21439,1
4,18165,1
10,7007,0
5,18796,1
8,8627,0
4,16240,1
8,11433,0
9,14751,1
2,4125,1
8,5966,0
2,12598,1
12,10024,0
2,1795,0
5,3791,0
10,18718,1
2,9289,1
6,333,0
11,14058,0
7,17310,1
14,434,0
9,6681,0
8,8214,0
6,22461,1
10,7472,0
9,11085,0
11,3918,0
8,3748,0
12,1826,0
13,4753,0
13,9275,0
7,17154,1
13,5498,0
9,24991,1
12,24009,1
4,18845,1
10,3177,0
8,18691,1
6,22459,1
5,19661,1
8,11378,0
9,12538,0
10,19936,1
12,14320,0
11,3697,0
3,22120,1
6,18245,1
13,8841,0
6,13288,1
12,2500,0
10,15673,1
9,17693,1
10,16034,1
13,11550,0
3,5337,1
14,1009,0
13,21956,1
11,17216,1
6,14072,1
12,14767,0
12,18510,1
7,15222,1
9,14739,1
3,9788,1
4,23035,1
14,9020,0
4,13352,1
9,16335,1
10,4158,0
2,6968,1
3,15670,1
4,22024,1
13,6520,0
11,23697,1
14,10665,0
8,2218,0
10,1996,0
10,20589,1
2,5957,1
13,12259,0
8,19925,1
6,23592,1
5,15167,1
7,848,0
5,5508,0
2,7496,1
8,1709,0
5,24415,1
9,12639,0
9,19159,1
7,7694,0
10,8531,0
13,7849,0
11,10663,0
2,22158,1
3,24530,1
10,11476,0
13,15740,0
8,22314,1
9,18904,1
7,8675,0
6,21283,1
14,13674,0
10,12862,0
6,22434,1
4,8944,1
4,22976,1
7,20915,1
3,13795,1
2,20979,1
7,4644,0
12,3717,0
13,23312,1
13,2622,0
13,20588,1
6,15715,1
9,14571,1
3,10370,1
13,1855,0
3,14673,1
11,7913,0
12,22287,1
10,7526,0
2,5382,1
9,22128,1
12,10998,0
14,6910,0
3,21258,1
6,18070,1
12,24692,1
9,420,0
9,8666,0
13,9219,0
14,5100,0
9,18535,1
4,11158,1
7,2766,0
2,12498,1
2,4143,1
7,13521,1
2,21926,1
12,15780,0
11,4771,0
4,1835,0
9,9873,0
2,3507,1
13,1502,0
7,19626,1
11,20929,1
10,10657,0
3,3622,0
8,17586,1
6,20938,1
11,14312,0
13,508,0
6,8798,1
4,24820,1
6,8163,0
14,4538,0
12,23017,1
11,16050,1
7,19669,1
13,8098,0
14,438,0
14,17568,0
10,23939,1
11,22637,1
12,12173,0
10,11899,0
5,5792,0
7,3615,0
9,10696,0
4,12448,1
3,1158,0
12,4673,0
7,14876,1
7,3067,0
3,13907,1
11,2141,0
13,20930,1
13,1497,0
14,20502,1
8,18181,1
12,24165,1
11,17700,1
14,5120,0
4,6398,1
10,5664,0
5,21952,1
7,1196,0
14,4813,0
13,9406,0
5,18348,1
11,10309,0
10,23176,1
6,6202,0
8,4571,0
8,22824,1
4,2136,0
4,13239,1
2,16887,1
5,22992,1
6,20667,1
5,10331,1
11,1078,0
14,19471,0
12,12400,0
9,15531,1
14,13990,0
10,19115,1
6,2723,0
5,9356,1
2,4644,1
11,16346,1
4,3510,0
6,21226,1
7,10327,1
14,24331,1
13,17586,0
3,9562,1
2,22301,1
14,22244,1
12,5867,0
14,17237,0
10,10568,0
14,23597,1
7,15863,1
14,5985,0
9,14829,1
4,1843,0
10,4567,0
5,6162,0
10,5681,0
14,22530,1
14,22102,1
9,24165,1
4,16533,1
4,24255,1
4,6171,1
6,12524,1
6,22177,1
10,14212,0
2,24473,1
5,13003,1
4,3657,0
2,14502,1
8,21972,1
4,9723,1
5,17761,1
13,16165,0
8,2011,0
4,13844,1
10,15973,1
11,4906,0
3,13415,1
5,14882,1
7,9477,0
5,17964,1
5,19737,1
13,18712,0
8,6915,0
7,2264,0
14,14938,0
13,11520,0
8,18118,1
14,10812,0
7,9207,0
3,5139,1
6,19410,1
9,8738,0
7,7751,0
6,8756,1
12,3299,0
13,1777,0
6,21511,1
13,19263,1
3,15391,1
3,727,0
14,750,0
12,20764,1
8,8031,0
4,19695,1
3,21972,1
13,22890,1
9,7983,0
4,12640,1
8,14998,1
3,17388,1
9,5464,0
12,12087,0
8,1016,0
6,9609,1
8,14416,1
12,12733,0
5,24463,1
12,23751,1
10,21205,1
10,16026,1
14,6849,0
5,2874,0
14,10042,0
3,5184,1
10,14013,0
12,20538,1
6,12809,1
12,23011,1
11,3658,0
4,766,0
2,4330,1
9,24843,1
6,717,0
12,2956,0
11,588,0
2,876,0
9,11944,0
10,22237,1
2,4980,1
3,4001,0
12,18653,1
7,19545,1
13,21608,1
8,23664,1
12,13874,0
6,24255,1
13,6322,0
4,2052,0
8,18885,1
9,24493,1
10,9568,0
5,20524,1
8,24020,1
11,13775,0
13,8956,0
2,3711,1
6,12508,1
11,21735,1
6,4474,0
6,18937,1
7,5531,0
14,23961,1
5,11149,1
9,7614,0
11,16786,1
12,22459,1
8,9339,0
9,21647,1
4,976,0
11,8016,0
9,24957,1
8,20376,1
6,6323,0
5,1682,0
9,9843,0
9,19877,1
14,17915,0
5,17605,1
12,9825,0
9,11469,0
13,12217,0
9,11428,0
5,9650,1
3,17484,1
9,22951,1
8,7912,0
10,19368,1
4,20698,1
3,17151,1
11,23386,1
5,7700,1
2,9000,1
6,17953,1
10,18141,1
8,4171,0
7,7040,0
10,15946,1
5,7712,1
4,19960,1
11,17662,1
3,7993,1
4,17103,1
12,19875,1
6,24141,1
3,362,0
12,6111,0
14,14360,0
9,23184,1
14,5558,0
3,15207,1
7,10362,1
3,15923,1
11,23541,1
12,11456,0
14,15785,0
4,22050,1
7,17431,1
11,15453,0
7,4864,0
10,7468,0
8,19975,1
10,22756,1
14,12921,0
14,24439,1
14,11119,0
11,9257,0
10,23975,1
7,23796,1
4,21241,1
13,13500,0
9,3713,0
2,4645,1
10,14543,1
9,21265,1
6,19152,1
4,19004,1
4,19007,1
12,11546,0
4,22916,1
2,21395,1
11,9573,0
11,12638,0
12,2599,0
10,18496,1
4,21914,1
8,15429,1
3,22323,1
9,21489,1
4,20981,1
2,7640,1
13,5360,0
7,21903,1
4,14298,1
5,20828,1
4,24735,1
6,16433,1
9,6723,0
12,21536,1
9,24597,1
4,2670,0
14,4668,0
10,17656,1
2,8946,1
8,5342,0
9,4141,0
6,19246,1
12,20673,1
9,24918,1
10,10997,0
7,6354,0
14,16895,0
4,12411,1
14,24563,1
10,8918,0
14,2296,0
11,1753,0
7,5912,0
11,21159,1
12,12138,0
14,22869,1
14,4964,0
5,1660,0
2,2282,0
13,12022,0
9,24279,1
6,4861,0
11,21587,1
6,11274,1
13,6384,0
12,6961,0
13,19081,1
5,2734,0
3,15313,1
10,8639,0
7,21264,1
3,5695,1
13,24772,1
7,13016,1
11,3619,0
2,20583,1
8,649,0
13,20597,1
7,10683,1
12,23478,1
6,17766,1
10,19020,1
5,6269,0
3,13898,1
12,10919,0
6,2304,0
8,12509,1
4,5178,0
7,23758,1
3,3605,0
5,24755,1
13,1342,0
5,19800,1
4,18543,1
6,24223,1
11,21935,1
14,21513,1
13,22364,1
5,5499,0
13,14299,0
8,15712,1
14,22008,1
5,577,0
9,19497,1
5,12051,1
10,21254,1
13,18173,0
10,19952,1
6,17099,1
10,21586,1
9,10944,0
3,9862,1
10,21456,1
14,24928,1
7,19243,1
10,17160,1
5,17893,1
7,21869,1
11,2606,0
2,11567,1
6,4435,0
8,14769,1
8,14211,1
13,23155,1
8,23945,1
4,15560,1
12,15919,0
4,20185,1
11,17289,1
4,18276,1
10,16907,1
4,20094,1
11,6545,0
6,8165,0
6,21698,1
14,5139,0
14,23646,1
14,24186,1
3,19272,1
10,8001,0
5,2929,0
5,21828,1
4,20468,1
3,19891,1
6,24774,1
9,11566,0
10,780,0
9,19580,1
11,5141,0
8,9279,0
4,3855,0
11,8814,0
4,11273,1
13,15407,0
10,13606,0
9,11693,0
13,23871,1
10,13713,0
4,19462,1
5,17792,1
4,13938,1
9,12040,0
13,20739,1
3,18705,1
8,18249,1
14,4553,0
3,24543,1
11,23817,1
9,19036,1
14,6348,0
7,11691,1
10,10225,0
5,19923,1
4,12308,1
3,17905,1
12,17212,0
10,17289,1
6,2108,0
5,9647,1
12,17226,0
3,21357,1
3,13398,1
9,15383,1
13,12809,0
11,21431,1
13,19624,1
3,2762,0
6,1125,0
14,6018,0
5,24417,1
12,3990,0
4,6409,1
3,23200,1
2,17053,1
5,23377,1
4,11299,1
2,24880,1
8,15042,1
4,2866,0
14,5949,0
10,18985,1
8,17531,1
10,12382,0
13,11525,0
14,16778,0
4,22230,1
5,8678,1
6,5758,0
7,4247,0
13,8050,0
9,5682,0
12,19813,1
3,13943,1
13,19508,1
5,16651,1
12,6273,0
14,8057,0
14,2303,0
10,10508,0
5,9674,1
7,5435,0
13,24929,1
9,24436,1
13,17605,0
10,15888,1
6,17526,1
11,15229,0
5,1879,0
14,12740,0
13,13058,0
4,15788,1
13,11848,0
13,11411,0
3,4860,1
7,18841,1
12,22464,1
5,8874,1
9,11452,0
10,18369,1
14,9756,0
2,7111,1
9,4827,0
13,3611,0
11,1693,0
2,16303,1
3,3981,0
2,14454,1
11,9475,0
9,10450,0
2,20067,1
12,8598,0
10,12994,0
8,11656,1
2,16790,1
8,10832,0
4,8738,1
3,9814,1
7,20884,1
7,2463,0
5,7246,1
7,989,0
2,10761,1
4,10241,1
6,20080,1
3,1543,0
11,15726,0
11,22489,1
9,8401,0
11,22251,1
14,23460,1
2,10267,1
10,14016,0
13,4574,0
2,636,0
8,11984,1
10,24092,1
10,14586,1
12,5956,0
3,8735,1
2,19039,1
14,9491,0
5,19333,1
13,2650,0
9,2730,0
4,23918,1
2,4164,1
9,14600,1
7,6404,0
4,2120,0
8,11773,1
4,9726,1
12,11038,0
6,1460,0
4,574,0
4,20382,1
4,2666,0
4,9387,1
3,6752,1
7,23247,1
2,21750,1
9,1273,0
10,20535,1
12,5122,0
13,18374,0
14,22498,1
10,22973,1
9,5902,0
3,20302,1
8,22933,1
14,12070,0
14,15744,0
6,23531,1
3,22042,1
14,7148,0
8,2418,0
11,9465,0
2,13623,1
2,17682,1
5,12094,1
7,14219,1
3,2693,0
11,19964,1
13,5699,0
8,11592,1
6,10821,1
5,3818,0
8,21478,1
14,19950,0
2,22595,1
9,24857,1
14,20505,1
12,19392,1
5,10975,1
2,12256,1
7,3989,0
4,20738,1
4,20153,1
13,11834,0
5,14946,1
8,4797,0
12,6143,0
10,19717,1
12,2938,0
5,1716,0
13,22608,1
5,5235,0
4,4907,0
4,14962,1
10,18946,1
14,20745,1
10,1745,0
6,8919,1
2,4246,1
5,10113,1
2,19383,1
5,20255,1
14,4115,0
7,13198,1
11,23505,1
2,17572,1
4,20256,1
7,18952,1
5,20364,1
12,21510,1
2,5488,1
12,14339,0
7,7395,0
10,19395,1
11,23155,1
9,17149,1
11,10543,0
3,22280,1
6,3687,0
4,12808,1
14,12104,0
14,4533,0
10,5063,0
13,1520,0
5,24896,1
12,14252,0
11,9855,0
8,19943,1
2,23449,1
14,3307,0
7,11197,1
11,10082,0
2,608,0
6,22341,1
3,5914,1
4,13693,1
11,6345,0
2,8907,1
14,14517,0
10,16945,1
3,20390,1
11,21170,1
2,2650,0
7,21411,1
2,9905,1
5,17644,1
14,19892,0
3,681,0
5,3801,0
9,22358,1
7,11388,1
9,23571,1
8,1722,0
14,7125,0
7,17961,1
10,3488,0
3,13521,1
14,11306,0
14,8993,0
2,14553,1
13,3498,0
3,21511,1
12,17041,0
13,22420,1
6,6171,0
3,2924,0
2,18592,1
8,3910,0
8,2113,0
14,8136,0
6,18576,1
13,5270,0
7,14018,1
5,16015,1
12,5837,0
14,6692,0
4,14706,1
6,3348,0
2,18284,1
10,15446,1
3,17800,1
14,8533,0
5,12084,1
10,24007,1
13,7557,0
13,19006,1
11,18974,1
5,21671,1
4,572,0
14,993,0
11,18092,1
9,4180,0
6,23901,1
7,2636,0
7,21124,1
7,20105,1
11,10568,0
14,5382,0
13,19443,1
4,11168,1
9,15148,1
11,7116,0
11,5425,0
13,21994,1
2,17779,1
11,22596,1
8,15664,1
8,12934,1
8,13228,1
14,21893,1
7,18936,1
7,7465,0
3,13876,1
2,24949,1
6,17162,1
9,20763,1
2,3076,1
14,17544,0
7,9985,0
13,3682,0
7,23333,1
11,10719,0
5,3145,0
12,1953,0
14,14770,0
5,9415,1
4,15010,1
12,18205,1
2,598,0
10,326,0
11,15979,1
14,16882,0
10,17664,1
4,4458,0
7,9865,0
5,10527,1
8,12306,1
12,8598,0
4,4897,0
11,7683,0
4,3593,0
4,7476,1
14,8229,0
6,19815,1
2,12415,1
12,21579,1
2,3316,1
6,6793,0
10,5528,0
10,4934,0
11,21104,1
4,17577,1
14,3570,0
11,17058,1
5,13768,1
7,19467,1
10,3385,0
4,11159,1
4,14836,1
6,22261,1
10,15927,1
3,539,0
12,22648,1
6,15025,1
8,8156,0
7,3844,0
4,1761,0
2,904,0
5,4077,0
14,17210,0
7,20590,1
11,9353,0
13,7644,0
2,4133,1
7,14428,1
10,12812,0
2,10136,1
6,7033,0
10,1964,0
2,7204,1
7,17608,1
4,8499,1
8,14556,1
2,5158,1
3,5379,1
11,22758,1
12,5002,0
7,15286,1
9,19492,1
5,372,0
6,1658,0
10,23994,1
10,1947,0
8,10803,0
4,21015,1
10,9601,0
4,4288,0
11,3755,0
6,18817,1
6,4008,0
2,12997,1
5,8378,1
12,19083,1
3,7209,1
9,430,0
7,7831,0
11,3183,0
6,9724,1
2,4474,1
4,14975,1
8,13779,1
5,19250,1
12,13160,0
3,3097,0
6,10127,1
8,5428,0
9,11003,0
4,16578,1
11,12995,0
7,12056,1
3,7542,1
4,24228,1
13,23037,1
13,14297,0
14,20487,1
9,12624,0
10,8223,0
7,6614,0
12,24569,1
8,14193,1
2,7548,1
3,10555,1
6,15119,1
11,5193,0
11,23864,1
6,19539,1
8,15741,1
7,24921,1
2,18021,1
8,2792,0
9,8409,0
14,11397,0
9,7707,0
11,12492,0
4,5538,0
11,566,0
13,2484,0
13,3563,0
3,16684,1
12,8298,0
5,16148,1
11,19241,1
10,3225,0
12,14193,0
5,2630,0
9,22837,1
11,20154,1
12,10761,0
2,14704,1
5,8979,1
10,22854,1
9,12106,0
8,11653,1
4,10812,1
12,12282,0
10,11109,0
14,3420,0
14,6174,0
3,379,0
6,5042,0
5,21494,1
10,14649,1
4,15104,1
2,6027,1
11,12340,0
10,24011,1
12,8186,0
5,8461,1
6,8701,1
9,21777,1
5,3783,0
13,19325,1
8,14503,1
12,18273,1
12,4706,0
2,22404,1
5,16044,1
12,23045,1
14,931,0
4,10231,1
14,10848,0
3,9294,1
10,19322,1
9,19491,1
8,3688,0
11,3064,0
13,364,0
10,6416,0
10,18103,1
14,21051,1
9,22676,1
10,3599,0
7,1725,0
14,15932,0
6,20354,1
6,16821,1
3,21760,1
8,16425,1
9,24311,1
4,5012,0
4,19463,1
2,5309,1
4,16035,1
11,13030,0
6,6814,0
3,8573,1
13,23285,1
9,1627,0
11,10501,0
11,8601,0
14,23305,1
2,10850,1
6,10920,1
9,13711,1
9,11699,0
4,18997,1
8,15903,1
11,11546,0
13,19881,1
13,6619,0
9,4635,0
8,9723,0
10,18282,1
12,8775,0
13,19568,1
11,24272,1
2,24945,1
4,16879,1
8,8367,0
3,12803,1
3,4524,1
2,11831,1
13,16320,0
14,14170,0
8,12796,1
10,22409,1
5,5841,0
8,21881,1
11,2462,0
4,5710,0
9,16183,1
10,21986,1
14,605,0
8,2405,0
7,18239,1
11,19331,1
4,20303,1
8,17658,1
11,8760,0
6,8152,0
11,14677,0
6,23772,1
14,9469,0
4,15840,1
3,23820,1
7,13892,1
11,12259,0
14,13828,0
4,4979,0
7,1998,0
6,20187,1
12,3302,0
7,17670,1
6,13976,1
2,23235,1
3,18136,1
10,21397,1
5,24478,1
10,3112,0
5,1398,0
14,16292,0
8,22323,1
7,12999,1
9,24464,1
4,2434,0
7,12836,1
5,3900,0
14,14223,0
7,17488,1
8,9524,0
11,23394,1
7,7639,0
10,23506,1
12,20952,1
2,2232,0
7,943,0
4,15106,1
14,3441,0
3,18878,1
5,6744,0
7,15223,1
11,6241,0
14,20246,1
12,6651,0
10,12914,0
2,20679,1
11,18220,1
5,12274,1
13,4956,0
13,11668,0
13,18911,1
10,7728,0
12,23099,1
11,9237,0
5,4189,0
9,2045,0
14,5703,0
5,23379,1
4,5402,0
9,4830,0
12,10676,0
4,14668,1
5,13356,1
3,2038,0
4,447,0
7,24348,1
14,407,0
5,9125,1
14,24770,1
2,9408,1
3,2065,0
10,6970,0
2,11551,1
12,21110,1
13,15154,0
6,6279,0
3,18523,1
6,6385,0
6,8820,1
10,9249,0
6,1004,0
6,12263,1
11,15558,0
3,3386,0
10,23127,1
11,5016,0
5,22943,1
4,4170,0
4,7246,1
13,4574,0
6,13266,1
5,17093,1
13,1717,0
5,5291,0
13,4919,0
9,9901,0
11,13537,0
9,5046,0
10,9759,0
11,1769,0
7,1599,0
4,20063,1
4,7218,1
8,15300,1
6,4586,0
7,11244,1
9,6389,0
11,20464,1
9,8606,0
3,13899,1
10,16440,1
7,10053,0
14,10256,0
4,9892,1
2,8125,1
4,7562,1
14,11637,0
8,1650,0
14,20154,0
10,6624,0
11,2162,0
9,8434,0
8,16297,1
3,7448,1
7,23757,1
13,13965,0
12,23948,1
13,2880,0
2,13824,1
12,18322,1
14,23094,1
8,1569,0
12,10905,0
2,12147,1
10,23452,1
8,12966,1
5,22422,1
10,18062,1
2,1812,0
11,3239,0
6,14664,1
4,11329,1
13,14809,0
10,11285,0
12,8582,0
9,17628,1
12,544,0
6,10207,1
13,23499,1
2,11136,1
5,18013,1
5,21526,1
14,6993,0
12,1144,0
6,5809,0
7,1511,0
3,23664,1
9,21843,1
9,3661,0
10,23626,1
7,9415,0
5,22614,1
2,15422,1
9,6990,0
12,23038,1
10,10215,0
4,11968,1
8,401,0
5,12657,1
13,11412,0
12,19739,1
4,10615,1
5,537,0
13,23934,1
4,16712,1
5,3933,0
9,840,0
9,3613,0
9,9127,0
13,16726,0
2,7947,1
13,15194,0
7,12007,1
4,24679,1
5,12685,1
14,9579,0
14,15841,0
4,10194,1
8,1711,0
5,16083,1
14,19377,0
12,19172,1
11,6610,0
8,19828,1
14,2207,0
6,2259,0
11,3450,0
6,9503,1
7,11017,1
10,3876,0
8,20092,1
7,19751,1
10,4496,0
6,8346,0
6,11904,1
6,19970,1
7,7565,0
8,15291,1
8,15066,1
11,23056,1
11,12987,0
3,1931,0
4,23386,1
4,13693,1
5,19956,1
10,11657,0
13,10169,0
10,17460,1
4,7879,1
7,509,0
8,21489,1
14,15800,0
2,19764,1
12,22125,1
9,14397,1
3,938,0
9,14087,1
5,16614,1
3,9098,1
7,968,0
7,20883,1
6,6242,0
14,3108,0
6,9303,1
8,14597,1
5,10894,1
2,20128,1
2,21965,1
8,4620,0
8,12880,1
7,17165,1
8,9908,0
9,10347,0
2,6816,1
5,20308,1
11,11872,0
10,21400,1
5,16239,1
7,19111,1
8,7217,0
5,10220,1
2,21833,1
9,5435,0
2,18409,1
4,15380,1
11,24268,1
11,5881,0
6,12910,1
5,4637,0
5,22409,1
4,19973,1
10,532,0
5,23152,1
5,10546,1
